panelist_id,age_band,region,category,months_on_glp1,pre_glp1_size,post_glp1_size
P03145,35-44,West,womens_tops,20,L,S
P03146,25-34,Northeast,mens_tops,9,L,S
P03147,35-44,Southeast,womens_tops,7,2X,1X
P03148,55-64,Southeast,mens_bottoms,8,XL,M
P03149,45-54,Southeast,womens_bottoms,7,S,S
P03150,35-44,Southwest,mens_tops,24,L,M
P03151,25-34,West,womens_bottoms,15,L,M
P03152,35-44,Midwest,womens_bottoms,7,3X+,2X
P03153,45-54,West,womens_bottoms,22,2X,XL
P03154,35-44,West,womens_bottoms,13,1X,L
P03155,45-54,West,womens_dresses,6,XL,L
P03156,25-34,Southwest,womens_dresses,4,XL,L
P03157,55-64,Southeast,womens_dresses,6,2X,2X
P03158,35-44,Midwest,womens_bottoms,17,XL,L
P03159,25-34,Midwest,womens_dresses,11,S,XS
P03160,35-44,Southeast,womens_bottoms,14,M,M
P03161,35-44,Southeast,mens_bottoms,18,M,XS
P03162,45-54,Midwest,womens_dresses,24,L,S
P03163,65+,Northeast,mens_bottoms,18,L,S
P03164,45-54,Midwest,mens_tops,8,XL,XL
P03165,45-54,Southwest,mens_tops,18,XL,M
P03166,55-64,Midwest,womens_tops,7,L,L
P03167,25-34,Midwest,mens_bottoms,15,L,L
P03168,35-44,Midwest,mens_bottoms,24,XL,S
P03169,55-64,Midwest,mens_tops,22,L,L
P03170,35-44,Northeast,mens_tops,23,1X,S
P03171,25-34,West,womens_dresses,8,2X,2X
P03172,25-34,Northeast,womens_tops,21,1X,L
P03173,35-44,West,mens_tops,5,3X+,2X
P03174,65+,Midwest,womens_tops,13,S,XS
P03175,25-34,Northeast,womens_bottoms,24,1X,L
P03176,35-44,Southwest,mens_bottoms,10,3X+,2X
P03177,65+,Southeast,womens_bottoms,9,L,M
P03178,25-34,Southwest,mens_tops,10,L,L
P03179,25-34,Northeast,womens_bottoms,21,L,S
P03180,25-34,Southeast,womens_tops,17,XL,L
P03181,65+,Northeast,womens_bottoms,24,1X,L
P03182,55-64,Southeast,mens_tops,12,L,M
P03183,55-64,Southeast,womens_bottoms,10,2X,1X
P03184,35-44,Southeast,mens_tops,13,XL,S
P03185,55-64,Southeast,womens_bottoms,13,2X,XL
P03186,25-34,Southwest,womens_dresses,16,M,S
P03187,45-54,Northeast,womens_bottoms,3,2X,1X
P03188,65+,Southeast,womens_dresses,19,S,XS
P03189,35-44,Southeast,mens_tops,10,XS,XS
P03190,65+,West,mens_tops,10,XL,XL
P03191,55-64,Southeast,womens_bottoms,17,XL,XL
P03192,25-34,West,womens_bottoms,18,XL,L
P03193,25-34,Southeast,mens_bottoms,16,L,S
P03194,35-44,West,womens_tops,24,2X,1X
P03195,55-64,Midwest,womens_bottoms,21,XL,S
P03196,35-44,Northeast,mens_bottoms,8,S,S
P03197,45-54,Northeast,womens_dresses,10,XL,L
P03198,45-54,West,mens_bottoms,11,L,M
P03199,35-44,Northeast,mens_bottoms,24,L,M
P03200,25-34,West,mens_bottoms,5,1X,XL
P03201,55-64,West,mens_tops,19,L,M
P03202,55-64,Southeast,womens_bottoms,22,M,S
P03203,45-54,Northeast,womens_tops,20,1X,L
P03204,35-44,Southwest,mens_tops,15,L,M
P03205,35-44,Southeast,mens_tops,10,1X,XL
P03206,45-54,Midwest,womens_tops,20,S,XS
P03207,65+,Northeast,mens_tops,21,3X+,XL
P03208,45-54,West,mens_tops,21,XL,M
P03209,45-54,Northeast,womens_tops,3,2X,1X
P03210,65+,Southwest,womens_dresses,6,2X,1X
P03211,35-44,Southeast,mens_tops,13,XL,L
P03212,25-34,Midwest,mens_tops,5,1X,XL
P03213,45-54,Midwest,womens_bottoms,23,L,M
P03214,55-64,Southwest,mens_bottoms,22,L,S
P03215,35-44,Southwest,mens_bottoms,12,XL,L
P03216,35-44,Midwest,womens_tops,14,XL,XL
P03217,35-44,Southwest,womens_bottoms,22,XL,M
P03218,55-64,Southwest,womens_tops,15,M,M
P03219,55-64,Southwest,womens_bottoms,21,XL,L
P03220,25-34,Midwest,mens_bottoms,11,2X,2X
P03221,65+,Southeast,mens_bottoms,14,3X+,3X+
P03222,25-34,Northeast,womens_dresses,20,XL,XL
P03223,25-34,Southwest,womens_bottoms,5,2X,1X
P03224,25-34,Midwest,womens_bottoms,14,L,M
P03225,45-54,Midwest,mens_tops,18,XL,M
P03226,55-64,Southwest,mens_tops,23,1X,M
P03227,45-54,West,womens_dresses,21,3X+,3X+
P03228,55-64,Southwest,womens_bottoms,3,L,M
P03229,35-44,Midwest,mens_tops,20,XL,M
P03230,55-64,Southeast,womens_dresses,24,2X,1X
P03231,65+,Northeast,womens_dresses,22,L,S
P03232,65+,Midwest,womens_dresses,6,3X+,3X+
P03233,65+,Northeast,mens_tops,6,2X,XL
P03234,55-64,West,mens_tops,12,L,M
P03235,55-64,Southwest,womens_bottoms,16,M,XS
P03236,35-44,Southwest,womens_tops,16,2X,1X
P03237,45-54,Southwest,mens_bottoms,24,3X+,1X
P03238,65+,Northeast,womens_dresses,3,XL,L
P03239,55-64,Southeast,womens_dresses,13,1X,L
P03240,25-34,Northeast,womens_bottoms,3,S,S
P03241,45-54,Midwest,womens_tops,12,XS,XS
P03242,65+,Southwest,womens_dresses,15,2X,1X
P03243,65+,Southwest,mens_tops,7,2X,XL
P03244,45-54,West,mens_tops,22,L,L
P03245,35-44,West,womens_bottoms,19,XL,L
P03246,65+,Southwest,womens_tops,23,S,XS
P03247,35-44,Northeast,womens_dresses,14,S,XS
P03248,25-34,Northeast,womens_bottoms,10,1X,XL
P03249,45-54,Northeast,mens_bottoms,20,2X,1X
P03250,35-44,West,womens_bottoms,3,1X,XL
P03251,35-44,Northeast,womens_dresses,18,1X,L
P03252,55-64,Southeast,womens_bottoms,7,3X+,1X
P03253,55-64,West,womens_bottoms,9,S,XS
P03254,25-34,West,womens_bottoms,8,3X+,2X
P03255,55-64,Southeast,womens_bottoms,21,L,M
P03256,65+,Southeast,mens_bottoms,24,2X,XL
P03257,35-44,Northeast,womens_dresses,5,XL,XL
P03258,25-34,Midwest,mens_bottoms,8,L,S
P03259,65+,Southwest,womens_tops,9,L,S
P03260,35-44,Northeast,womens_tops,8,M,S
P03261,25-34,Midwest,womens_tops,11,1X,1X
P03262,55-64,Southeast,womens_tops,8,S,XS
P03263,55-64,Southeast,womens_tops,4,1X,M
P03264,55-64,Northeast,womens_dresses,6,XL,L
P03265,25-34,Southeast,womens_tops,7,XS,XS
P03266,35-44,Northeast,womens_bottoms,11,1X,1X
P03267,55-64,Northeast,womens_dresses,12,L,S
P03268,65+,Northeast,mens_bottoms,19,L,S
P03269,55-64,Northeast,womens_bottoms,21,2X,2X
P03270,35-44,Southeast,mens_tops,10,1X,L
P03271,25-34,Southeast,mens_tops,4,L,M
P03272,55-64,West,mens_tops,9,XL,L
P03273,35-44,Southeast,mens_bottoms,24,L,S
P03274,35-44,Midwest,mens_tops,12,2X,XL
P03275,55-64,Northeast,womens_tops,7,L,M
P03276,55-64,West,womens_dresses,16,3X+,3X+
P03277,35-44,Midwest,mens_bottoms,17,XL,L
P03278,35-44,Midwest,womens_bottoms,11,2X,1X
P03279,45-54,Midwest,womens_dresses,23,L,S
P03280,55-64,West,mens_bottoms,15,3X+,2X
P03281,55-64,Southwest,womens_dresses,21,1X,XL
P03282,35-44,Northeast,womens_bottoms,10,L,S
P03283,25-34,Northeast,womens_bottoms,12,XL,M
P03284,45-54,Northeast,mens_tops,6,1X,XL
P03285,35-44,Southwest,womens_bottoms,14,2X,2X
P03286,35-44,Southeast,womens_dresses,8,M,S
P03287,55-64,Northeast,mens_bottoms,10,L,M
P03288,55-64,Midwest,womens_bottoms,4,XL,XL
P03289,35-44,West,mens_bottoms,10,XL,XL
P03290,45-54,Northeast,mens_bottoms,4,XS,XS
P03291,65+,Northeast,mens_tops,10,XL,L
P03292,65+,Northeast,mens_tops,8,L,L
P03293,65+,Southeast,womens_bottoms,19,1X,L
P03294,45-54,West,mens_tops,21,XL,L
P03295,55-64,Northeast,mens_tops,3,L,L
P03296,25-34,Midwest,mens_bottoms,9,L,S
P03297,65+,Southwest,mens_tops,12,XL,L
P03298,55-64,Midwest,mens_tops,6,1X,L
P03299,35-44,Southwest,mens_tops,13,XL,M
P03300,35-44,Northeast,womens_dresses,17,1X,XL
P03301,45-54,Southwest,womens_tops,4,XL,M
P03302,35-44,Southeast,mens_bottoms,19,2X,XL
P03303,35-44,West,mens_bottoms,16,M,XS
P03304,45-54,Southeast,mens_bottoms,24,3X+,1X
P03305,55-64,Northeast,womens_bottoms,4,3X+,3X+
P03306,55-64,Southwest,mens_bottoms,20,M,S
P03307,45-54,West,mens_tops,24,2X,XL
P03308,35-44,Northeast,womens_tops,4,XL,L
P03309,65+,Southeast,womens_dresses,14,M,XS
P03310,25-34,Midwest,womens_dresses,16,S,S
P03311,35-44,Midwest,womens_tops,8,S,XS
P03312,45-54,Midwest,womens_dresses,3,XL,L
P03313,25-34,Southwest,womens_bottoms,6,XL,XL
P03314,45-54,Northeast,mens_bottoms,18,XL,M
P03315,35-44,West,womens_dresses,12,L,M
P03316,25-34,Midwest,mens_bottoms,9,M,S
P03317,45-54,Northeast,mens_bottoms,17,XL,M
P03318,35-44,West,womens_bottoms,21,1X,1X
P03319,25-34,Southwest,mens_bottoms,14,M,S
P03320,55-64,West,womens_bottoms,7,L,L
P03321,45-54,Midwest,mens_bottoms,10,XL,XL
P03322,45-54,Southeast,mens_bottoms,17,S,XS
P03323,45-54,Midwest,womens_tops,7,XL,L
P03324,65+,West,mens_tops,4,1X,1X
P03325,55-64,Northeast,womens_bottoms,22,M,M
P03326,35-44,Northeast,womens_tops,18,XL,L
P03327,25-34,Southwest,mens_tops,19,L,M
P03328,25-34,West,mens_bottoms,4,XL,XL
P03329,65+,Midwest,mens_tops,22,M,M
P03330,35-44,Midwest,womens_bottoms,4,M,S
P03331,45-54,West,womens_dresses,18,XL,L
P03332,35-44,West,mens_tops,21,M,XS
P03333,55-64,Northeast,mens_tops,8,3X+,1X
P03334,55-64,Northeast,mens_bottoms,8,XL,L
P03335,65+,Northeast,womens_tops,4,3X+,2X
P03336,45-54,Southwest,mens_tops,13,L,S
P03337,45-54,West,mens_tops,3,2X,1X
P03338,45-54,Northeast,womens_bottoms,15,XL,XL
P03339,65+,Southwest,mens_bottoms,9,XL,S
P03340,45-54,Midwest,mens_bottoms,3,L,S
P03341,35-44,Southwest,womens_tops,17,M,S
P03342,35-44,Midwest,womens_bottoms,9,1X,XL
P03343,45-54,Southeast,womens_dresses,5,L,L
P03344,65+,Northeast,womens_bottoms,5,2X,XL
P03345,25-34,Midwest,womens_dresses,5,2X,2X
P03346,35-44,West,womens_dresses,7,XL,L
P03347,45-54,Midwest,womens_tops,7,3X+,3X+
P03348,65+,Southeast,womens_bottoms,6,L,M
P03349,55-64,Northeast,womens_bottoms,6,M,M
P03350,25-34,Southeast,womens_dresses,20,XL,L
P03351,45-54,Northeast,womens_tops,24,2X,L
P03352,65+,Northeast,mens_tops,5,XL,L
P03353,55-64,Southwest,womens_bottoms,24,2X,XL
P03354,35-44,Southeast,womens_bottoms,11,1X,L
P03355,35-44,Midwest,womens_bottoms,17,XL,L
P03356,35-44,Southwest,womens_dresses,21,1X,XL
P03357,25-34,Southeast,mens_tops,6,M,S
P03358,65+,Southeast,womens_tops,24,M,S
P03359,65+,Midwest,womens_dresses,7,L,M
P03360,45-54,Southeast,mens_bottoms,12,1X,L
P03361,35-44,Southwest,mens_tops,3,XL,M
P03362,45-54,Midwest,mens_bottoms,10,L,M
P03363,45-54,West,womens_tops,14,M,XS
P03364,65+,Northeast,mens_bottoms,10,L,M
P03365,25-34,Southwest,mens_tops,7,1X,XL
P03366,55-64,Southeast,womens_tops,9,XL,XL
P03367,25-34,Southeast,mens_bottoms,22,3X+,2X
P03368,45-54,Southeast,mens_bottoms,9,2X,1X
P03369,55-64,Southeast,mens_tops,24,M,S
P03370,55-64,Southwest,mens_bottoms,18,3X+,XL
P03371,55-64,West,womens_dresses,23,M,S
P03372,55-64,West,womens_bottoms,14,XL,M
P03373,55-64,West,mens_tops,21,1X,XL
P03374,35-44,West,womens_tops,20,1X,XL
P03375,35-44,West,mens_bottoms,19,L,S
P03376,35-44,Midwest,womens_dresses,23,XL,L
P03377,35-44,West,mens_bottoms,15,XL,M
P03378,55-64,Midwest,womens_dresses,15,L,L
P03379,45-54,West,womens_dresses,22,S,XS
P03380,35-44,Southwest,womens_tops,10,1X,1X
P03381,65+,Southwest,womens_tops,24,1X,XL
P03382,25-34,Northeast,mens_bottoms,22,XS,XS
P03383,65+,Southwest,womens_tops,16,1X,L
P03384,45-54,Midwest,womens_dresses,20,L,M
P03385,45-54,Southeast,mens_tops,3,1X,XL
P03386,45-54,Southwest,womens_dresses,14,1X,L
P03387,35-44,Southwest,womens_dresses,21,L,S
P03388,65+,West,womens_bottoms,22,2X,2X
P03389,35-44,West,mens_bottoms,6,XL,L
P03390,55-64,Southwest,mens_tops,20,1X,1X
P03391,25-34,Northeast,mens_tops,12,XL,M
P03392,45-54,Southeast,womens_tops,5,L,L
P03393,35-44,Southeast,womens_tops,17,XL,M
P03394,35-44,Midwest,womens_bottoms,17,XL,M
P03395,25-34,Southwest,womens_bottoms,12,S,XS
P03396,25-34,Southeast,mens_tops,15,1X,XL
P03397,35-44,Southwest,womens_dresses,3,XL,L
P03398,25-34,West,mens_bottoms,18,M,XS
P03399,45-54,Southeast,womens_dresses,6,XL,M
P03400,55-64,Southeast,womens_bottoms,5,S,XS
P03401,65+,Midwest,mens_tops,7,XL,XL
P03402,45-54,Southeast,womens_bottoms,5,XL,M
P03403,35-44,Southwest,womens_dresses,20,XL,L
P03404,35-44,West,womens_tops,8,XL,XL
P03405,35-44,Southwest,womens_bottoms,13,L,S
P03406,55-64,Midwest,womens_bottoms,4,M,S
P03407,45-54,Midwest,mens_tops,21,XL,S
P03408,25-34,Northeast,mens_bottoms,3,XL,XL
P03409,55-64,Southwest,womens_dresses,24,M,S
P03410,25-34,Midwest,womens_bottoms,11,2X,1X
P03411,65+,Midwest,womens_tops,15,L,M
P03412,45-54,Southeast,womens_dresses,15,XL,L
P03413,35-44,Southwest,womens_dresses,17,1X,1X
P03414,55-64,Midwest,mens_bottoms,8,XL,XL
P03415,65+,Midwest,mens_bottoms,15,1X,M
P03416,25-34,Southwest,womens_dresses,19,M,XS
P03417,55-64,Northeast,mens_tops,15,L,M
P03418,25-34,Northeast,womens_bottoms,24,1X,L
P03419,45-54,Southwest,womens_bottoms,13,1X,1X
P03420,45-54,Southwest,womens_dresses,6,L,S
P03421,65+,West,womens_bottoms,6,XL,XL
P03422,45-54,West,womens_bottoms,23,1X,L
P03423,55-64,Southwest,mens_bottoms,18,2X,XL
P03424,45-54,West,mens_tops,10,XL,M
P03425,65+,Southeast,womens_tops,23,M,XS
P03426,55-64,Southwest,womens_bottoms,11,M,XS
P03427,45-54,Northeast,womens_tops,19,M,XS
P03428,45-54,West,womens_tops,18,1X,1X
P03429,65+,Southwest,mens_bottoms,13,XL,L
P03430,35-44,Southwest,womens_dresses,17,M,S
P03431,25-34,Southwest,womens_bottoms,3,1X,1X
P03432,45-54,Southwest,mens_bottoms,23,XL,M
P03433,35-44,Midwest,womens_tops,14,L,M
P03434,55-64,Northeast,womens_dresses,6,1X,XL
P03435,45-54,Southeast,mens_tops,14,XL,XL
P03436,65+,West,mens_bottoms,4,XL,XL
P03437,65+,Northeast,womens_dresses,24,L,M
P03438,35-44,Midwest,womens_bottoms,14,XL,L
P03439,45-54,West,mens_tops,15,S,XS
P03440,65+,West,mens_bottoms,9,2X,XL
P03441,35-44,West,mens_bottoms,9,XL,XL
P03442,45-54,Midwest,mens_tops,5,XL,M
P03443,35-44,Northeast,mens_bottoms,3,M,M
P03444,45-54,Midwest,mens_bottoms,12,1X,XL
P03445,35-44,Northeast,womens_dresses,15,1X,1X
P03446,65+,West,womens_bottoms,16,S,XS
P03447,65+,Midwest,womens_dresses,7,L,M
P03448,65+,Southwest,mens_bottoms,13,XL,L
P03449,65+,Southeast,mens_tops,13,XL,L
P03450,35-44,Southeast,mens_bottoms,20,L,M
P03451,65+,West,mens_tops,5,L,S
P03452,25-34,Southwest,womens_dresses,20,L,S
P03453,55-64,Midwest,womens_bottoms,15,M,S
P03454,65+,Southeast,mens_tops,7,2X,L
P03455,35-44,Southeast,womens_bottoms,17,S,XS
P03456,55-64,Midwest,womens_tops,12,L,L
P03457,55-64,Southeast,mens_tops,21,L,S
P03458,35-44,West,womens_bottoms,16,XL,XL
P03459,65+,Northeast,mens_bottoms,6,2X,2X
P03460,55-64,Midwest,womens_bottoms,22,1X,XL
P03461,65+,Northeast,mens_bottoms,16,3X+,2X
P03462,35-44,Midwest,womens_tops,10,2X,L
P03463,25-34,Southeast,mens_bottoms,20,XL,M
P03464,45-54,Southwest,womens_dresses,14,XL,M
P03465,45-54,Midwest,womens_tops,23,XL,L
P03466,55-64,West,womens_dresses,22,3X+,XL
P03467,55-64,Northeast,mens_tops,17,S,XS
P03468,55-64,Midwest,mens_bottoms,4,L,L
P03469,45-54,Southeast,mens_bottoms,7,2X,XL
P03470,45-54,West,womens_bottoms,22,L,M
P03471,35-44,West,womens_bottoms,15,L,S
P03472,55-64,Midwest,womens_tops,19,2X,1X
P03473,25-34,Southwest,mens_tops,18,L,S
P03474,25-34,Southeast,mens_bottoms,13,2X,2X
P03475,45-54,Northeast,mens_bottoms,5,XL,M
P03476,65+,Southwest,womens_tops,22,M,S
P03477,35-44,Southeast,mens_bottoms,8,XL,L
P03478,45-54,Midwest,mens_bottoms,22,L,M
P03479,45-54,Midwest,womens_tops,11,S,XS
P03480,55-64,Midwest,womens_bottoms,15,M,XS
P03481,65+,Northeast,mens_bottoms,21,L,M
P03482,45-54,Southwest,mens_bottoms,8,XL,L
P03483,35-44,Southwest,womens_bottoms,10,M,S
P03484,55-64,Southwest,womens_dresses,13,L,M
P03485,35-44,Southwest,mens_tops,18,L,S
P03486,55-64,West,mens_tops,23,1X,XL
P03487,55-64,Southeast,womens_dresses,5,L,L
P03488,65+,West,womens_bottoms,17,XL,XL
P03489,45-54,West,womens_dresses,6,L,L
P03490,55-64,Southeast,mens_bottoms,19,L,XS
P03491,35-44,Midwest,mens_bottoms,23,2X,XL
P03492,35-44,West,womens_dresses,11,3X+,1X
P03493,65+,Southwest,womens_dresses,23,1X,XL
P03494,55-64,Southeast,womens_dresses,3,2X,XL
P03495,65+,Southwest,womens_dresses,17,M,XS
P03496,35-44,Northeast,mens_bottoms,13,L,M
P03497,45-54,West,womens_dresses,16,M,XS
P03498,35-44,Midwest,mens_bottoms,14,M,M
P03499,65+,West,mens_tops,11,M,S
P03500,65+,Southeast,womens_dresses,17,S,S
P03501,35-44,West,womens_tops,19,XL,M
P03502,45-54,West,mens_bottoms,3,S,XS
P03503,55-64,West,mens_tops,18,1X,M
P03504,25-34,Southwest,womens_tops,22,L,S
P03505,35-44,Southwest,womens_tops,6,L,L
P03506,25-34,Midwest,womens_bottoms,16,L,L
P03507,65+,Northeast,womens_tops,16,XL,L
P03508,25-34,Southwest,mens_bottoms,6,XL,L
P03509,55-64,Southwest,mens_bottoms,12,1X,M
P03510,45-54,Midwest,womens_tops,13,XL,M
P03511,45-54,Midwest,mens_tops,24,2X,1X
P03512,65+,Southeast,womens_dresses,12,L,M
P03513,65+,Southeast,womens_dresses,7,3X+,3X+
P03514,35-44,Southwest,womens_bottoms,10,2X,1X
P03515,65+,West,mens_tops,4,L,L
P03516,65+,Northeast,womens_tops,3,S,XS
P03517,35-44,Northeast,womens_tops,14,S,XS
P03518,55-64,West,womens_bottoms,8,L,M
P03519,65+,West,womens_bottoms,13,L,S
P03520,45-54,Midwest,mens_tops,18,1X,1X
P03521,25-34,Midwest,womens_dresses,11,XL,M
P03522,65+,Midwest,mens_tops,17,XL,L
P03523,45-54,Midwest,womens_bottoms,24,M,S
P03524,65+,Southwest,mens_bottoms,6,M,S
P03525,55-64,Midwest,mens_tops,16,1X,1X
P03526,65+,Northeast,mens_tops,19,L,M
P03527,55-64,Midwest,mens_bottoms,14,XL,XL
P03528,25-34,Northeast,womens_dresses,12,1X,L
P03529,45-54,Southwest,mens_tops,8,L,M
P03530,45-54,West,womens_bottoms,20,2X,L
P03531,45-54,Southeast,womens_dresses,16,1X,L
P03532,35-44,West,mens_tops,12,L,L
P03533,65+,Southwest,womens_dresses,24,S,XS
P03534,45-54,Southeast,womens_tops,7,M,M
P03535,45-54,West,womens_dresses,17,3X+,1X
P03536,55-64,West,mens_tops,22,XL,XL
P03537,65+,Midwest,womens_tops,17,XL,M
P03538,55-64,Northeast,womens_dresses,23,3X+,2X
P03539,55-64,Midwest,mens_tops,17,XL,L
P03540,45-54,Southeast,mens_bottoms,17,L,M
P03541,65+,Southwest,womens_dresses,9,1X,L
P03542,55-64,Northeast,mens_bottoms,3,L,L
P03543,45-54,Southwest,womens_tops,3,1X,XL
P03544,35-44,West,mens_bottoms,7,XL,L
P03545,25-34,Southeast,mens_bottoms,13,L,M
P03546,65+,West,womens_tops,3,M,M
P03547,65+,Southeast,womens_tops,23,1X,L
P03548,35-44,Southeast,womens_tops,24,2X,1X
P03549,45-54,Northeast,mens_bottoms,18,1X,M
P03550,35-44,Southeast,mens_bottoms,9,L,M
P03551,55-64,Midwest,womens_bottoms,19,1X,L
P03552,25-34,Southeast,womens_dresses,15,1X,XL
P03553,55-64,Midwest,womens_bottoms,11,XS,XS
P03554,35-44,Southeast,womens_tops,15,S,XS
P03555,45-54,Northeast,womens_bottoms,14,2X,2X
P03556,25-34,Southeast,womens_bottoms,12,XS,XS
P03557,65+,Southwest,womens_bottoms,15,2X,1X
P03558,65+,Northeast,womens_tops,12,1X,L
P03559,25-34,Northeast,womens_dresses,21,S,XS
P03560,65+,Southeast,mens_bottoms,6,S,XS
P03561,25-34,Southeast,womens_tops,10,2X,XL
P03562,35-44,Northeast,mens_tops,21,XL,L
P03563,45-54,Southwest,womens_tops,23,2X,1X
P03564,45-54,West,mens_bottoms,9,L,XS
P03565,25-34,Southwest,womens_tops,21,L,M
P03566,25-34,Southeast,womens_bottoms,21,L,S
P03567,25-34,Southwest,mens_bottoms,6,S,S
P03568,55-64,Southwest,mens_tops,7,M,S
P03569,35-44,West,mens_bottoms,17,2X,1X
P03570,25-34,West,womens_dresses,4,XL,M
P03571,25-34,Southwest,mens_tops,23,1X,L
P03572,35-44,West,mens_tops,12,1X,XL
P03573,55-64,Northeast,womens_dresses,21,3X+,2X
P03574,55-64,West,womens_dresses,11,1X,L
P03575,25-34,Northeast,mens_tops,12,XS,XS
P03576,55-64,Northeast,mens_tops,11,L,L
P03577,45-54,Northeast,womens_dresses,7,L,M
P03578,55-64,West,womens_bottoms,6,M,XS
P03579,65+,Southwest,womens_bottoms,15,S,XS
P03580,35-44,West,mens_tops,7,XL,XL
P03581,25-34,Northeast,mens_tops,6,XL,XL
P03582,45-54,Southeast,mens_tops,14,XL,L
P03583,25-34,Southwest,womens_dresses,18,1X,L
P03584,25-34,Northeast,womens_dresses,13,XL,M
P03585,25-34,Southwest,mens_bottoms,7,M,S
P03586,65+,West,mens_bottoms,19,XL,XL
P03587,25-34,West,mens_tops,5,3X+,2X
P03588,35-44,Southwest,womens_bottoms,16,L,S
P03589,25-34,Midwest,womens_bottoms,6,L,L
P03590,25-34,Midwest,mens_tops,10,XL,L
P03591,25-34,West,mens_bottoms,15,L,M
P03592,35-44,West,womens_tops,10,2X,2X
P03593,65+,Northeast,womens_dresses,19,3X+,2X
P03594,45-54,Northeast,womens_bottoms,14,XS,XS
P03595,45-54,West,mens_tops,20,L,M
P03596,45-54,Midwest,womens_tops,11,2X,1X
P03597,25-34,West,womens_tops,22,L,S
P03598,25-34,Southeast,womens_bottoms,3,3X+,2X
P03599,65+,Northeast,womens_tops,3,L,M
P03600,55-64,Southwest,mens_bottoms,16,2X,1X
P03601,25-34,West,womens_dresses,10,L,L
P03602,65+,West,mens_tops,10,S,XS
P03603,45-54,Southeast,womens_dresses,6,1X,L
P03604,55-64,Southeast,mens_tops,11,1X,1X
P03605,45-54,Southwest,womens_tops,9,2X,2X
P03606,25-34,Northeast,womens_tops,8,XS,XS
P03607,35-44,Southeast,mens_bottoms,15,L,L
P03608,35-44,Southeast,womens_dresses,23,XL,XL
P03609,55-64,West,mens_tops,20,2X,1X
P03610,65+,Northeast,mens_bottoms,17,XL,M
P03611,35-44,Northeast,womens_bottoms,13,1X,L
P03612,65+,Southeast,mens_bottoms,17,1X,XL
P03613,45-54,Northeast,mens_bottoms,22,XL,L
P03614,25-34,Southwest,womens_bottoms,10,1X,L
P03615,55-64,Southwest,womens_dresses,6,1X,XL
P03616,55-64,West,womens_dresses,10,L,S
P03617,55-64,Northeast,womens_bottoms,24,M,XS
P03618,45-54,Southwest,womens_dresses,23,2X,XL
P03619,45-54,Northeast,womens_tops,11,M,S
P03620,25-34,Midwest,womens_tops,9,L,M
P03621,25-34,Midwest,mens_bottoms,20,1X,L
P03622,35-44,Southeast,womens_tops,3,L,M
P03623,35-44,West,womens_dresses,7,L,S
P03624,25-34,Midwest,mens_tops,16,XL,S
P03625,35-44,Southeast,womens_dresses,24,1X,XL
P03626,55-64,Northeast,mens_bottoms,15,M,XS
P03627,25-34,Southwest,womens_dresses,23,1X,XL
P03628,35-44,Midwest,mens_bottoms,11,L,M
P03629,35-44,Southeast,womens_tops,6,XL,XL
P03630,45-54,Midwest,womens_bottoms,7,XL,L
P03631,65+,Southwest,mens_bottoms,20,M,M
P03632,25-34,Southeast,mens_bottoms,7,2X,1X
P03633,55-64,Northeast,womens_tops,19,1X,XL
P03634,25-34,Southwest,womens_bottoms,23,L,M
P03635,35-44,Midwest,womens_dresses,15,L,L
P03636,65+,Northeast,mens_tops,20,1X,1X
P03637,65+,Northeast,womens_bottoms,14,M,XS
P03638,25-34,Southwest,mens_bottoms,21,XL,M
P03639,35-44,Midwest,womens_dresses,9,S,XS
P03640,35-44,Midwest,womens_dresses,3,1X,1X
P03641,65+,Southwest,womens_tops,16,L,M
P03642,65+,Midwest,womens_bottoms,17,L,M
P03643,35-44,Southeast,womens_dresses,22,1X,XL
P03644,55-64,West,mens_tops,16,XL,S
P03645,35-44,Midwest,womens_dresses,7,XL,L
P03646,25-34,Southwest,womens_tops,8,XL,XL
P03647,55-64,Southwest,womens_bottoms,6,1X,L
P03648,35-44,Southwest,womens_dresses,10,2X,1X
P03649,25-34,Northeast,mens_tops,22,2X,L
P03650,35-44,Midwest,womens_dresses,10,2X,XL
P03651,45-54,Southwest,womens_tops,24,L,L
P03652,55-64,Midwest,womens_tops,7,XL,M
P03653,65+,West,womens_tops,12,2X,1X
P03654,45-54,Midwest,mens_bottoms,11,XL,XL
P03655,25-34,West,mens_tops,17,S,XS
P03656,65+,Northeast,womens_dresses,15,L,M
P03657,35-44,Southeast,womens_tops,6,1X,XL
P03658,35-44,Southwest,womens_bottoms,8,3X+,2X
P03659,35-44,West,mens_tops,14,M,S
P03660,35-44,Southwest,womens_tops,15,L,M
